2017-11-20T01:11:00.014Z,72.14
2017-11-20T01:12:00.013Z,72.14
2017-11-20T01:13:00.057Z,72.14
2017-11-20T01:14:00.029Z,72.14
2017-11-20T01:15:00.021Z,72.14
2017-11-20T01:16:00.020Z,72.01
2017-11-20T01:17:00.012Z,71.92
2017-11-20T01:18:00.050Z,71.92
2017-11-20T01:19:00.061Z,71.92
2017-11-20T01:20:00.027Z,71.98
2017-11-20T01:21:00.024Z,71.93
2017-11-20T01:22:00.019Z,71.92
2017-11-20T01:23:00.012Z,71.95
2017-11-20T01:24:00.002Z,72.1
2017-11-20T01:25:00.046Z,72.1
2017-11-20T01:26:00.031Z,72.1
2017-11-20T01:27:00.002Z,72.14
2017-11-20T01:28:00.038Z,72.15
2017-11-20T01:29:00.032Z,72.19
2017-11-20T01:30:00.061Z,72.39
2017-11-20T01:31:00.007Z,72.4
2017-11-20T01:32:00.049Z,72.44
2017-11-20T01:33:00.038Z,72.49
2017-11-20T01:34:00.024Z,72.5
2017-11-20T01:35:00.011Z,72.68
2017-11-20T01:36:00.057Z,72.61
2017-11-20T01:37:00.032Z,72.34
2017-11-20T01:38:00.026Z,72.3
2017-11-20T01:39:00.010Z,72.28
2017-11-20T01:40:00.043Z,72.28
2017-11-20T01:41:00.034Z,72.28
2017-11-20T01:42:00.025Z,72.3
2017-11-20T01:43:00.018Z,72.28
2017-11-20T01:44:00.006Z,72.28
2017-11-20T01:45:00.046Z,72.28
2017-11-20T01:46:00.036Z,72.22
2017-11-20T01:47:00.030Z,72.14
2017-11-20T01:48:00.022Z,72.19
2017-11-20T01:49:00.057Z,72.1
2017-11-20T01:50:00.051Z,72.08
2017-11-20T01:51:00.046Z,72.05
2017-11-20T01:52:00.036Z,72.05
2017-11-20T01:53:00.043Z,72.05
2017-11-20T01:54:00.010Z,72.18
2017-11-20T01:55:00.003Z,72.18
2017-11-20T01:56:00.049Z,72.18
2017-11-20T01:57:00.043Z,72.18
2017-11-20T01:58:00.035Z,72.18
2017-11-20T01:59:00.020Z,72.19
2017-11-20T02:00:00.011Z,72.21
